id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url,dom_colours
12750,A00840,"Rooke, Thomas Matthews",artist,458,Ruth and Boaz,1876–7,Oil paint on canvas,Presented by the Trustees of the Chantrey Bequest 1877,1876,1877,support: 660 x 337 mm,660,337,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/A/A00/A00840_8.jpg,http://www.tate.org.uk/art/artworks/rooke-ruth-and-boaz-a00840,#E7D5ACFF
12750,A00840,"Rooke, Thomas Matthews",artist,458,Ruth and Boaz,1876–7,Oil paint on canvas,Presented by the Trustees of the Chantrey Bequest 1877,1876,1877,support: 660 x 337 mm,660,337,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/A/A00/A00840_8.jpg,http://www.tate.org.uk/art/artworks/rooke-ruth-and-boaz-a00840,#473431FF
12751,A00841,"Rooke, Thomas Matthews",artist,458,"Naomi, Ruth and Obed",1876–7,Oil paint on canvas,Presented by the Trustees of the Chantrey Bequest 1877,1876,1877,support: 660 x 394 mm,660,394,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/A/A00/A00841_8.jpg,http://www.tate.org.uk/art/artworks/rooke-naomi-ruth-and-obed-a00841,#836956FF
12751,A00841,"Rooke, Thomas Matthews",artist,458,"Naomi, Ruth and Obed",1876–7,Oil paint on canvas,Presented by the Trustees of the Chantrey Bequest 1877,1876,1877,support: 660 x 394 mm,660,394,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/A/A00/A00841_8.jpg,http://www.tate.org.uk/art/artworks/rooke-naomi-ruth-and-obed-a00841,#3A2C2EFF
12751,A00841,"Rooke, Thomas Matthews",artist,458,"Naomi, Ruth and Obed",1876–7,Oil paint on canvas,Presented by the Trustees of the Chantrey Bequest 1877,1876,1877,support: 660 x 394 mm,660,394,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/A/A00/A00841_8.jpg,http://www.tate.org.uk/art/artworks/rooke-naomi-ruth-and-obed-a00841,#CEC4A8FF
14609,A00909,"Turner, Joseph Mallord William",artist,558,"The Death of Actaeon, with a Distant View of Montjovet, Val d’Aosta",c.1837,Oil paint on canvas,Accepted by the nation as part of the Turner Bequest 1856,1837,1856,support: 1492 x 1111 mm frame: 1911 x 1535 x 74 mm,1492,1111,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/A/A00/A00909_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-death-of-actaeon-with-a-distant-view-of-montjovet-val-daosta-a00909,#C8BD9CFF
14609,A00909,"Turner, Joseph Mallord William",artist,558,"The Death of Actaeon, with a Distant View of Montjovet, Val d’Aosta",c.1837,Oil paint on canvas,Accepted by the nation as part of the Turner Bequest 1856,1837,1856,support: 1492 x 1111 mm frame: 1911 x 1535 x 74 mm,1492,1111,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/A/A00/A00909_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-death-of-actaeon-with-a-distant-view-of-montjovet-val-daosta-a00909,#99ABABFF
14609,A00909,"Turner, Joseph Mallord William",artist,558,"The Death of Actaeon, with a Distant View of Montjovet, Val d’Aosta",c.1837,Oil paint on canvas,Accepted by the nation as part of the Turner Bequest 1856,1837,1856,support: 1492 x 1111 mm frame: 1911 x 1535 x 74 mm,1492,1111,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/A/A00/A00909_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-death-of-actaeon-with-a-distant-view-of-montjovet-val-daosta-a00909,#9F8358FF
98385,AR00027,"Richter, Gerhard",artist,1841,Abstract Painting (809-3),1994,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1994,2008,support: 2300 x 2048 x 75 mm,2300,2048,75,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00027_8.jpg,http://www.tate.org.uk/art/artworks/richter-abstract-painting-809-3-ar00027,#C7C026FF
98385,AR00027,"Richter, Gerhard",artist,1841,Abstract Painting (809-3),1994,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1994,2008,support: 2300 x 2048 x 75 mm,2300,2048,75,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00027_8.jpg,http://www.tate.org.uk/art/artworks/richter-abstract-painting-809-3-ar00027,#606441FF
98385,AR00027,"Richter, Gerhard",artist,1841,Abstract Painting (809-3),1994,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1994,2008,support: 2300 x 2048 x 75 mm,2300,2048,75,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00027_8.jpg,http://www.tate.org.uk/art/artworks/richter-abstract-painting-809-3-ar00027,#959B5CFF
98386,AR00028,"Richter, Gerhard",artist,1841,Abstract Painting (Skin) (887-3),2004,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2004,2008,support: 2300 x 2049 x 68 mm,2300,2049,68,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00028_8.jpg,http://www.tate.org.uk/art/artworks/richter-abstract-painting-skin-887-3-ar00028,#7E8996FF
98386,AR00028,"Richter, Gerhard",artist,1841,Abstract Painting (Skin) (887-3),2004,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2004,2008,support: 2300 x 2049 x 68 mm,2300,2049,68,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00028_8.jpg,http://www.tate.org.uk/art/artworks/richter-abstract-painting-skin-887-3-ar00028,#697582FF
98386,AR00028,"Richter, Gerhard",artist,1841,Abstract Painting (Skin) (887-3),2004,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2004,2008,support: 2300 x 2049 x 68 mm,2300,2049,68,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00028_8.jpg,http://www.tate.org.uk/art/artworks/richter-abstract-painting-skin-887-3-ar00028,#525D6AFF
98301,AR00031,"Baselitz, Georg",artist,699,Folkdance Melancholia,1989,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1989,2008,support: 2504 x 2510 x 58 mm,2504,2510,58,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00031_8.jpg,http://www.tate.org.uk/art/artworks/baselitz-folkdance-melancholia-ar00031,#5A3A39FF
98301,AR00031,"Baselitz, Georg",artist,699,Folkdance Melancholia,1989,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1989,2008,support: 2504 x 2510 x 58 mm,2504,2510,58,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00031_8.jpg,http://www.tate.org.uk/art/artworks/baselitz-folkdance-melancholia-ar00031,#6D8D9AFF
98301,AR00031,"Baselitz, Georg",artist,699,Folkdance Melancholia,1989,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1989,2008,support: 2504 x 2510 x 58 mm,2504,2510,58,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00031_8.jpg,http://www.tate.org.uk/art/artworks/baselitz-folkdance-melancholia-ar00031,#282121FF
98303,AR00032,"Baselitz, Georg",artist,699,"Where is the Yellow Milkjug, Mrs Bird?",1989,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1989,2008,support: 2504 x 2505 x 55 mm,2504,2505,55,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00032_8.jpg,http://www.tate.org.uk/art/artworks/baselitz-where-is-the-yellow-milkjug-mrs-bird-ar00032,#ABB33DFF
98303,AR00032,"Baselitz, Georg",artist,699,"Where is the Yellow Milkjug, Mrs Bird?",1989,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1989,2008,support: 2504 x 2505 x 55 mm,2504,2505,55,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00032_8.jpg,http://www.tate.org.uk/art/artworks/baselitz-where-is-the-yellow-milkjug-mrs-bird-ar00032,#2F302BFF
98303,AR00032,"Baselitz, Georg",artist,699,"Where is the Yellow Milkjug, Mrs Bird?",1989,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1989,2008,support: 2504 x 2505 x 55 mm,2504,2505,55,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00032_8.jpg,http://www.tate.org.uk/art/artworks/baselitz-where-is-the-yellow-milkjug-mrs-bird-ar00032,#72793AFF
95898,AR00083,"Holzer, Jenny",artist,1307,Protect Protect,2007,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2007,2008,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00083_8.jpg,http://www.tate.org.uk/art/artworks/holzer-protect-protect-ar00083,#8E6E9FFF
95898,AR00083,"Holzer, Jenny",artist,1307,Protect Protect,2007,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2007,2008,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00083_8.jpg,http://www.tate.org.uk/art/artworks/holzer-protect-protect-ar00083,#60496CFF
95898,AR00083,"Holzer, Jenny",artist,1307,Protect Protect,2007,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2007,2008,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00083_8.jpg,http://www.tate.org.uk/art/artworks/holzer-protect-protect-ar00083,#33273BFF
95899,AR00084,"Holzer, Jenny",artist,1307,Shape the Battlespace,2007,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2007,2008,support: 2011 x 2602 x 40 mm,2011,2602,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00084_8.jpg,http://www.tate.org.uk/art/artworks/holzer-shape-the-battlespace-ar00084,#A570BBFF
95899,AR00084,"Holzer, Jenny",artist,1307,Shape the Battlespace,2007,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2007,2008,support: 2011 x 2602 x 40 mm,2011,2602,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00084_8.jpg,http://www.tate.org.uk/art/artworks/holzer-shape-the-battlespace-ar00084,#2A222FFF
95899,AR00084,"Holzer, Jenny",artist,1307,Shape the Battlespace,2007,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2007,2008,support: 2011 x 2602 x 40 mm,2011,2602,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR00084_8.jpg,http://www.tate.org.uk/art/artworks/holzer-shape-the-battlespace-ar00084,#714983FF
98380,AR00344,"Richter, Gerhard",artist,1841,Brigid Polk (305),1971,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1971,2009,support: 1750 x 1752 x 28 mm,1750,1752,28,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00344_8.jpg,http://www.tate.org.uk/art/artworks/richter-brigid-polk-305-ar00344,#374042FF
98380,AR00344,"Richter, Gerhard",artist,1841,Brigid Polk (305),1971,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1971,2009,support: 1750 x 1752 x 28 mm,1750,1752,28,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00344_8.jpg,http://www.tate.org.uk/art/artworks/richter-brigid-polk-305-ar00344,#D1C6BCFF
98380,AR00344,"Richter, Gerhard",artist,1841,Brigid Polk (305),1971,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1971,2009,support: 1750 x 1752 x 28 mm,1750,1752,28,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00344_8.jpg,http://www.tate.org.uk/art/artworks/richter-brigid-polk-305-ar00344,#6B706EFF
98213,AR00497,"Kounellis, Jannis",artist,1438,Untitled,1971,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1971,2009,support: 2200 x 3169 x 37 mm,2200,3169,37,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00497_8.jpg,http://www.tate.org.uk/art/artworks/kounellis-untitled-ar00497,#969696FF
98213,AR00497,"Kounellis, Jannis",artist,1438,Untitled,1971,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1971,2009,support: 2200 x 3169 x 37 mm,2200,3169,37,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00497_8.jpg,http://www.tate.org.uk/art/artworks/kounellis-untitled-ar00497,#35474CFF
98213,AR00497,"Kounellis, Jannis",artist,1438,Untitled,1971,Oil paint on canvas,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1971,2009,support: 2200 x 3169 x 37 mm,2200,3169,37,mm,date inscribed,NA,http://www.tate.org.uk/art/images/work/AR/AR00497_8.jpg,http://www.tate.org.uk/art/artworks/kounellis-untitled-ar00497,#E1E1E1FF
104853,AR01126,"Ruscha, Edward",artist,1882,The Music from the Balconies,1984,Oil paint on canvas,"ARTIST ROOMS Tate and the National Galleries of Scotland. Presented by the artist, 2009",1984,2010,unconfirmed: 2515 x 2057 mm,2515,2057,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01126_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-the-music-from-the-balconies-ar01126,#9B8C89FF
104853,AR01126,"Ruscha, Edward",artist,1882,The Music from the Balconies,1984,Oil paint on canvas,"ARTIST ROOMS Tate and the National Galleries of Scotland. Presented by the artist, 2009",1984,2010,unconfirmed: 2515 x 2057 mm,2515,2057,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01126_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-the-music-from-the-balconies-ar01126,#493F3CFF
104853,AR01126,"Ruscha, Edward",artist,1882,The Music from the Balconies,1984,Oil paint on canvas,"ARTIST ROOMS Tate and the National Galleries of Scotland. Presented by the artist, 2009",1984,2010,unconfirmed: 2515 x 2057 mm,2515,2057,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01126_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-the-music-from-the-balconies-ar01126,#D6D2C3FF
111597,AR01132,"Holzer, Jenny",artist,1307,Phase I... Running Start Shape the Battlespace pewter,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01132_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-i-running-start-shape-the-battlespace-pewter-ar01132,#403B36FF
111597,AR01132,"Holzer, Jenny",artist,1307,Phase I... Running Start Shape the Battlespace pewter,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01132_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-i-running-start-shape-the-battlespace-pewter-ar01132,#A49A95FF
111597,AR01132,"Holzer, Jenny",artist,1307,Phase I... Running Start Shape the Battlespace pewter,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01132_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-i-running-start-shape-the-battlespace-pewter-ar01132,#746B65FF
111598,AR01133,"Holzer, Jenny",artist,1307,Phase II... Running Start Decisive Operations violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01133_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-ii-running-start-decisive-operations-violet-ar01133,#3A2336FF
111598,AR01133,"Holzer, Jenny",artist,1307,Phase II... Running Start Decisive Operations violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01133_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-ii-running-start-decisive-operations-violet-ar01133,#A07A94FF
111598,AR01133,"Holzer, Jenny",artist,1307,Phase II... Running Start Decisive Operations violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01133_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-ii-running-start-decisive-operations-violet-ar01133,#6D4567FF
111599,AR01134,"Holzer, Jenny",artist,1307,Force at End of Phase III (If Required) violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01134_8.jpg,http://www.tate.org.uk/art/artworks/holzer-force-at-end-of-phase-iii-if-required-violet-ar01134,#3E3736FF
111599,AR01134,"Holzer, Jenny",artist,1307,Force at End of Phase III (If Required) violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01134_8.jpg,http://www.tate.org.uk/art/artworks/holzer-force-at-end-of-phase-iii-if-required-violet-ar01134,#756968FF
111599,AR01134,"Holzer, Jenny",artist,1307,Force at End of Phase III (If Required) violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01134_8.jpg,http://www.tate.org.uk/art/artworks/holzer-force-at-end-of-phase-iii-if-required-violet-ar01134,#A49995FF
111600,AR01135,"Holzer, Jenny",artist,1307,Phase III - Decisive Operations violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01135_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-iii-decisive-operations-violet-ar01135,#7C6177FF
111600,AR01135,"Holzer, Jenny",artist,1307,Phase III - Decisive Operations violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01135_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-iii-decisive-operations-violet-ar01135,#433039FF
111600,AR01135,"Holzer, Jenny",artist,1307,Phase III - Decisive Operations violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01135_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-iii-decisive-operations-violet-ar01135,#A98AACFF
116697,AR01152,"Creed, Martin",artist,2760,Work No. 1103,2011,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation and Tate Members 2011",2011,2012,unconfirmed: 610 x 457 mm,610,457,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01152_8.jpg,http://www.tate.org.uk/art/artworks/creed-work-no-1103-ar01152,#F7F6F5FF
116697,AR01152,"Creed, Martin",artist,2760,Work No. 1103,2011,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation and Tate Members 2011",2011,2012,unconfirmed: 610 x 457 mm,610,457,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01152_8.jpg,http://www.tate.org.uk/art/artworks/creed-work-no-1103-ar01152,#413737FF
116697,AR01152,"Creed, Martin",artist,2760,Work No. 1103,2011,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation and Tate Members 2011",2011,2012,unconfirmed: 610 x 457 mm,610,457,NA,mm,NA,NA,http://www.tate.org.uk/art/images/work/AR/AR01152_8.jpg,http://www.tate.org.uk/art/artworks/creed-work-no-1103-ar01152,#640A1FFF
